season,week,game_id,gameday,player_id,player_name,position,team,opponent_team,is_home,spread_line,total_line,implied_team_total,depth_rank,likely_role,snap_pct_last,snap_pct_roll3,snap_pct_season,injury_status,injury_type,n_prior_games,n_prior_games_this_season,projection,low_80,high_80,model_projection,availability_note,game_status,actual_fp,scoring_profile,top_drivers
2026,3,2026_03_LV_NO,2026-09-27,00-0041562,Fernando Mendoza,QB,LV,NO,0,3.0,43.5,20.25,2.0,False,0.0,0.0,0.0,,,2,2,0.68,-0.3,1.84,0.68,,upcoming,,half_ppr,fp_roll=0 (-0.9); position_code=0 (-0.9); fp_season_avg=0 (-0.3)
2026,3,2026_03_MIN_TB,2026-09-27,00-0041251,Jalon Daniels,QB,TB,MIN,1,-1.5,42.5,20.5,2.0,False,0.0,0.0,0.0,,,2,2,0.68,-0.3,1.84,0.68,,upcoming,,half_ppr,fp_roll=0 (-0.9); position_code=0 (-0.9); fp_season_avg=0 (-0.3)
2026,3,2026_03_NE_JAX,2026-09-27,00-0040718,Travis Hunter,WR,JAX,NE,1,3.0,46.5,24.75,5.0,False,0.1,0.3466666666666667,0.085,,,0,0,0.68,0.03,1.04,0.68,,upcoming,,half_ppr,depth_rank_filled=5 (-1.3); fp_roll=0 (-0.6); snap_pct_last=0.1 (-0.4)
2026,3,2026_03_BAL_DAL,2026-09-27,00-0037077,Sam Howell,QB,DAL,BAL,1,-3.5,53.5,25.0,2.0,False,0.0,0.0,0.0,,,70,2,0.67,0.02,1.04,0.67,,upcoming,,half_ppr,position_code=0 (-0.9); fp_roll=0 (-0.8); fp_season_avg=0 (-0.3)
2026,3,2026_03_HOU_IND,2026-09-27,00-0039164,Anthony Richardson,QB,IND,HOU,1,-1.5,42.5,20.5,2.0,False,0.11,0.11499999999999999,0.0,,,30,2,0.67,0.02,1.03,0.67,,upcoming,,half_ppr,fp_roll=0 (-0.9); position_code=0 (-0.7); fp_season_avg=0 (-0.3)
2026,3,2026_03_ARI_SF,2026-09-27,00-0037004,Hunter Long,TE,ARI,SF,0,8.5,47.5,19.5,3.0,False,0.3,0.31999999999999995,0.32499999999999996,,,74,2,0.67,0.02,1.03,0.67,,upcoming,,half_ppr,fp_roll=0 (-0.7); fp_season_avg=0 (-0.6); injury_analog_delta=-1.78 (-0.2)
2026,3,2026_03_PHI_CHI,2026-09-28,00-0038498,E.J. Jenkins,TE,PHI,CHI,0,-4.5,41.5,23.0,3.0,False,0.33,0.14666666666666667,0.17500000000000002,,,12,2,0.67,0.02,1.03,0.67,,upcoming,,half_ppr,fp_roll=0 (-0.8); fp_season_avg=0 (-0.6); injury_analog_delta=-1.78 (-0.2)
2026,3,2026_03_CAR_CLE,2026-09-27,00-0031595,Michael Burton,RB,CLE,CAR,1,-2.5,42.5,20.0,,False,0.17,0.14500000000000002,0.14500000000000002,,,10,0,0.67,0.02,1.03,0.67,,upcoming,,half_ppr,depth_rank_filled=9 (-0.7); fp_roll=0 (-0.6); fp_season_avg=0 (-0.4)
2026,3,2026_03_BAL_DAL,2026-09-27,00-0037120,Tyler Goodson,RB,DAL,BAL,1,-3.5,53.5,25.0,3.0,False,0.05,0.043333333333333335,0.0,,,42,1,0.65,0.0,1.02,0.65,,upcoming,,half_ppr,depth_rank_filled=3 (-0.9); fp_season_avg=0 (-0.5); fp_roll=0.1 (-0.4)
2026,3,2026_03_CIN_PIT,2026-09-27,00-0040534,Ke'Shawn Williams,WR,CIN,PIT,0,-3.5,42.5,23.0,5.0,False,0.03,0.06666666666666667,0.0,,,14,2,0.64,-0.0,1.01,0.64,,upcoming,,half_ppr,depth_rank_filled=5 (-2.3); snap_pct_last=0.03 (-0.5); fp_roll=0.3 (-0.4)
2026,3,2026_03_ATL_GB,2026-09-24,00-0037317,Nick Muse,TE,ATL,GB,0,4.5,43.5,19.5,4.0,False,0.2,0.14,0.14,Full Participation in Practice,Shoulder,34,2,0.64,-0.01,1.0,0.64,,played,0.0,half_ppr,depth_rank_filled=4 (-0.8); snap_pct_last=0.2 (-0.8); fp_roll=0 (-0.6)
2026,3,2026_03_ARI_SF,2026-09-27,00-0040172,Jordan Watkins,WR,SF,ARI,1,8.5,47.5,28.0,5.0,False,0.12,0.09666666666666666,0.0,,,19,2,0.63,-0.02,0.99,0.63,,upcoming,,half_ppr,depth_rank_filled=5 (-2.2); fp_roll=0 (-0.4); snap_pct_last=0.12 (-0.3)
2026,3,2026_03_LA_DEN,2026-09-27,00-0035264,Jarrett Stidham,QB,DEN,LA,1,-2.5,44.5,21.0,2.0,False,0.06,0.06,0.0,,,110,2,0.63,-0.02,0.99,0.63,,upcoming,,half_ppr,fp_roll=0 (-0.9); position_code=0 (-0.9); fp_season_avg=0 (-0.3)
2026,3,2026_03_MIN_TB,2026-09-27,00-0039589,Kameron Johnson,WR,TB,MIN,1,-1.5,42.5,20.5,6.0,False,0.0,0.03,0.045,,,27,2,0.62,-0.03,0.98,0.62,,upcoming,,half_ppr,depth_rank_filled=6 (-1.2); fp_roll=0 (-0.6); snap_pct_last=0 (-0.4)
2026,3,2026_03_ATL_GB,2026-09-24,00-0038589,Josh Whyle,TE,GB,ATL,1,4.5,43.5,24.0,3.0,False,0.0,0.2966666666666667,0.08,,,43,2,0.62,-0.03,0.98,0.62,,played,0.0,half_ppr,fp_roll=0.3 (-0.4); fp_season_avg=0 (-0.3); snap_pct_last=0 (-0.3)
2026,3,2026_03_CIN_PIT,2026-09-27,00-0026158,Joe Flacco,QB,CIN,PIT,0,-3.5,42.5,23.0,2.0,False,0.0,0.060000000000000005,0.0,,,147,2,0.62,-0.03,0.99,0.62,,upcoming,,half_ppr,fp_roll=0.0667 (-0.8); position_code=0 (-0.4); fp_season_avg=0 (-0.3)
